0,1,2,3,4,5,6,label
0.23735177686071152,0.6373318986496618,0.34056006606986805,0.23951497073138875,0.38487029243932275,0.06036927042324764,0.3724141298269657,anger
0.13450518632864308,0.48084898103917084,0.18862251532953977,0.25734406341980565,0.37401156921500056,0.07269832252575681,0.27972380499623245,anger
0.13822783026292002,0.624327901546215,0.1804407955408188,0.22175856574609656,0.3880144429803891,0.009502709234362387,0.22140226076445366,anger
0.012481634755476704,0.5585952531928765,0.4148665636180895,0.17166448504306694,0.3678462218597718,0.12615554430353285,0.022344644605353174,anger
0.012626607197441969,0.5857288050655779,0.28505792951087394,0.23290665253404713,0.3835538746025461,0.016555393490617177,0.021557050859019034,anger
0.012443145551751968,0.5408311965416326,0.4159236942505942,0.18348569736287756,0.3758249454462022,0.09649034166707057,0.023007405312257718,anger
0.01034092512367726,0.6354079789094081,0.3197545154867721,0.22850121383875616,0.38997016723270367,0.10075343549309178,0.01627443971822059,anger
0.013599994428906711,0.5111169151660466,0.20408195038327015,0.321672316790373,0.3770928959689423,0.007800555575111772,0.02660833053462524,anger
0.06453605745390233,0.5358000705378624,0.4161688915333067,0.17104489846085397,0.3800602102433144,0.09399014131998047,0.12044779490477311,anger
0.18180336094022617,0.618739655036903,0.2970551975352142,0.3035184843859489,0.406466414829632,0.023450497973690216,0.29382805131720824,anger
0.020117321458653647,0.5735307044616107,0.21016043715721996,0.2954226124409025,0.3801239344188094,0.03488639044884031,0.03507621514583628,anger
0.014642028755858284,0.5252912108925183,0.20922967178914342,0.23541265390833463,0.3870690519599848,0.003324742658611763,0.02787406409659144,anger
0.006208741203660644,0.5645430518193273,0.19425454874523926,0.18988403762493664,0.37825595477837254,0.012472258339246842,0.010997797574258467,anger
0.012411303350723714,0.5923941842961398,0.4221903005219874,0.13738699134627033,0.3615371705380444,0.036094741314312444,0.0209510537555607,anger
0.009312496154997381,0.5821411973233843,0.31371886663604875,0.21170425330051537,0.37455303267295215,0.00392802225125624,0.0159969440418768,anger
0.022640968869759456,0.5784382700228339,0.23673440466510332,0.2310021306165747,0.38839614580012305,0.02857573288612997,0.03914147956943813,anger
0.002068171127081563,0.5481896829129335,0.21236184479693446,0.19496651135671084,0.3823445823363505,0.02675153216069593,0.003772722141302866,anger
0.30836706644219547,0.6821340925805318,0.272181292913784,0.26147100431607406,0.400086467828234,0.04091514092028925,0.45206157811883885,anger
0.0023566772148252905,0.5406942024147533,0.25836247009848395,0.21513815188699084,0.387885536638993,0.11507669911412083,0.0043586057436802335,anger
0.08304822564732914,0.6107921583201146,0.2901892061503223,0.2784407705855811,0.37244956806031704,0.07967215520913916,0.13596783872913626,anger
0.009075982957544394,0.5563131286121313,0.27234521327674865,0.31694506090355107,0.39565624594268084,0.05456201765471944,0.01631449300089999,anger
0.028673727315134352,0.5245970579102582,0.28057273525255977,0.2099865736630683,0.3905090063468263,0.07067328401347905,0.05465847019974957,anger
0.0073743557953037464,0.5056282932980843,0.22861109390983325,0.257600098508286,0.37874160847215305,0.0004997325201947601,0.014584510614887044,anger
0.027441952261374407,0.6091830707910276,0.20082339059433998,0.4259537069392205,0.39439759015148756,0.13404515496070593,0.045047061433732064,anger
0.010005948870676266,0.5534141128644106,0.29747901754486744,0.306042014766388,0.3864863867066594,0.010488730293094288,0.01808036795180144,anger
0.019848986711867644,0.5103458243129675,0.2976273789772146,0.3333886725899483,0.3949697126531442,0.028286808683561655,0.038893132603672984,anger
0.1755163615406706,0.5902610412167525,0.29232166752160194,0.27659152110098695,0.38523136502056604,0.04361105698662669,0.29735329274920885,anger
0.19495776724727407,0.6214052505710276,0.18643034286714363,0.3172118626237442,0.3742413841964231,0.00020362724376825513,0.3137364116761328,anger
0.03765489849775294,0.5250866141253797,0.23108449341795204,0.32120745335830275,0.38175534166865943,0.03974203323096998,0.07171164865595507,anger
0.03369957115593435,0.47669124519968,0.23101774808706194,0.2555399347721883,0.38091690196239286,0.03293876184894788,0.07069460746486039,anger
0.08022262228069141,0.5461203956125573,0.38039653640490717,0.2568718014882636,0.37911185123787416,0.11756501737651177,0.1468952194973238,anger
0.01565229378929879,0.5263505516031304,0.13934586223424597,0.38610468880700577,0.3675582252619687,0.050470008039755536,0.029737337605685706,anger
0.04349622566036356,0.541801206407946,0.21178843442728493,0.2480520854448877,0.3850634983412408,0.13918596986066925,0.0802806358961436,anger
0.05889677585064684,0.5772780626852717,0.2119836246248846,0.2589832204538,0.38783516670126295,0.06896311023913321,0.10202479122780334,anger
0.017626727490572553,0.46664421517727767,0.2263353001995036,0.25844153430638256,0.3891561664886038,9.7590894261522e-05,0.037773295251460344,anger
0.015907642383910774,0.5366171844845882,0.25524064910796784,0.21558200776472106,0.38352444752998516,0.10586566204489535,0.02964424770507874,anger
0.013331177213556014,0.5624312938650872,0.29717648659953355,0.2281148665647243,0.3816595036073029,0.009235807341618876,0.023702723614860238,anger
0.021761480739395486,0.5660607740041541,0.21558331078323925,0.2808154510226492,0.3816877594051604,0.04462364828903778,0.03844365003745295,anger
0.0437070572169738,0.5652525415842381,0.18963330030649303,0.3445573515594828,0.38494779113776795,0.03869450467625927,0.07732292502666303,anger
0.18782909675131756,0.6086387825203787,0.25604705241728803,0.2046148091851415,0.38179448947520367,0.05627842928550745,0.30860469878179314,anger
0.008032093350306344,0.577673520395757,0.3105593189765395,0.2563825500144988,0.37426249286176716,0.07820223422348904,0.013904184911606736,anger
0.012214260670645941,0.5170084411330034,0.2637216950224668,0.23056148563837706,0.3915977317232879,0.07535449625440858,0.023624830997048964,anger
0.0029551789964440255,0.5399205003540829,0.1937467855661043,0.261101532910366,0.37938815457233893,0.026379738957563483,0.0054733493563527405,anger
0.0064088902519751426,0.5725401662360907,0.23300377179900197,0.34344208925457326,0.38502579747835786,0.09578656413212193,0.011193763225983297,anger
0.003792807271410897,0.5569723189987345,0.2801798055036164,0.2794119853306591,0.38128241232050997,0.02480783015074329,0.006809674973711828,anger
0.03411449965165806,0.5501113277864225,0.23679550398161475,0.24203876725751722,0.3715189325207322,0.029551422911874504,0.06201369780046593,anger
0.21163339168447687,0.5231743100614121,0.2907004139843136,0.2292485244071333,0.3834873901980036,0.001552724922595689,0.40451716205727406,anger
0.004843539789833504,0.5315838769024933,0.30757397693276756,0.16344292347234832,0.37513182815510887,0.043060079541955995,0.00911150787068372,anger
